RSPO,Numer telefonu,Adres email,Adres www
59017,326733907,zs.lazy@lazy.pl,www.sp1lazy.jur.pl
71650,326729526,niego@onet.pl,www.niego.jur.pl
60016,326735037,sekretariat@zspilica.edu.pl,www.zspilica.edu.pl
2890,343140104,ssp1szczeko@wp.pl,www.spolecznaszczekociny.szkolnastrona.pl
23740,343557476,zs_szczekociny@poczta.onet.pl,zsszczekociny.edu.pl
3446,338613825,8przedszkole@gmail.com,przedszkole8.przedszkolowo.pl
86013,338614387,przedszkole6@poczta.onet.pl,przedszkolezywiec-serafitki.pl
86013,338614387,przedszkole6@poczta.onet.pl,przedszkolezywiec-serafitki.pl
3039,693821227,jedynka@poczta.onet.pl,www.sp1.zywiec.pl
3317,338612013,sp3zywiec@poczta.onet.pl,www.sp3zywiec.superszkolna.pl
3349,334756869,sp9zywiec@poczta.onet.pl,www.sp9zywiec.edu.pl
34214,338602513,fundacjapm@o2.pl,www.fpd.ig.pl
3414,338652197,zsp1zywiec@wp.pl,zsp1zywiec.edupage.org
3416,338652579,zsp2zywiec@gmail.com,oczkowzsp.edupage.org
6873,338612175,sekretariat@zsbd.edu.pl,www.zsbd.edu.pl
7259,48334750570,zsaio@moszczanica.pl,http://www.moszczanica.pl/
7259,48334750570,zsaio@moszczanica.pl,http://www.moszczanica.pl/
7260,338615281,zss@poczta.fm,www.zss-zywiec.edu.pl
4877,338661837,puchatkowo1@op.pl,
122162,338636536,zsnr5wkorbielowie@vp.pl,https://szkolakorbielow.szkolnastrona.pl/
262261,338671092,kontakt@lesna.edu.pl,www.lesna.edu.pl
267215,338671379,sp_lipowa@interia.pl,www.zsplipowa.pl
107060,338620627,zs1lodygowice@interia.pl,www.lodygowice.edu.pl
7523,338633581,ssm-zarzecze@zywiec.powiat.pl,http://www.ssmzarzecze.pl/
54271,338633583,spzarzecze@wp.pl,
196240,338632283,sppietrzykowice@poczta.onet.pl,
80506,338625143,sp-nieledwia@o2.pl,spnieledwia.szkolnastrona.pl
119004,338637534,sp1kamesznica@o2.pl,sp1kamesznica.szkolnastrona.pl
106517,338675460,przedszkolewieprz@radziechowy-wieprz.pl,www.ppwieprz.szkolnastrona.pl
55919,501624054,kontakt@przedszkolerozwijamy.pl,www.przedszkolerozwijamy.pl
27315,+48338643024,poczta@szkola.rajcza.pl,szkola.rajcza.pl
478234,338645348,sp.kiczora@gmail.com,
478234,338645348,sp.kiczora@gmail.com,
34213,338645343,dwdtpd@wp.pl,dwdgoral.pl
267716,338643355,biuro@dwdrajcza.pl,dwdrajcza.pl
86400,338654071,dyrektor@spslemien.edu.pl,http://spslemien.edu.pl/
7268,,spsk.rychwaldek@gmail.com,
28221,338641684,przedszkole.ciecina@wp.pl,
28489,338641167,dyrektor@wegierskagorka.eu-przedszkole.eu,www.wegierskagorka.e-przedszkolak.eu
28489,338641167,dyrektor@wegierskagorka.eu-przedszkole.eu,www.wegierskagorka.e-przedszkolak.eu
79755,338641418,spzabnica@poczta.onet.pl,www.spzabnica.pl
10875,338157709,pm8@cuw.bielsko-biala.pl,przedszkole8.bielsko.pl
10877,338164956,pm10@cuw.bielsko-biala.pl,
10878,338123772,pm11@cuw.bielsko-biala.pl,www.EDUPORTAL
10881,338123614,pm15@cuw.bielsko-biala.pl,
38898,338114630,pm30@cuw.bielsko-biala.pl,p30.edupotral.bielsko.pl
39611,338158717,pm40@cuw.bielsko-biala.pl,p40.eduportal.bielsko.pl
52089,338140020,pm31@cuw.bielsko-biala.pl,
52089,338140020,pm31@cuw.bielsko-biala.pl,
55658,338183291,pm41@cuw.bielsko-biala.pl,https://p41.eduportal.bielsko.pl
55795,338182173,pm42@cuw.bielsko-biala.pl,
56467,338124203,pm44@cuw.bielsko-biala.pl,
56581,338158639,pi1@cuw.bielsko-biala.pl,
70300,338111022,biuro@groszek.ig.pl,www.groszek.ig.pl
70318,600930570,wyspianski@jonatan.pl,https://www.jonatan.pl/przedszkole-wyspianskiego/
70321,501355780,,www.malyeuropejczyk.pl
73763,511630590,biuro@przedszkolepromyczek.eu,www.przedszkolepromyczek.eu
74611,338125883,pm25@cuw.bielsko-biala.pl,
74611,338125883,pm25@cuw.bielsko-biala.pl,
74616,338164944,pm36@cuw.bielsko-biala.pl,www.p36.eduportal.bielsko.pl
74617,338164937,pm37@cuw.bielsk-biala.pl,https://p37.eduportal.bielsko.pl/
86802,,przedszkole@bajkowa-kraina-bielsko.pl,www.bajkowa-kraina-bielsko.pl
119282,664629465,biuro@dobrawrozka.edu.pl,
119282,664629465,biuro@dobrawrozka.edu.pl,
125114,502687009,info@przedszkoleyogi.pl,
268538,517058255,ewarekus@gmail.com,
23419,338164966,sp18@cuw.bielsko-biala.pl,sp18.eduportal.bielsko.pl
23695,338124609,sp17sekretariat@op.pl,sp17bielsko.pl
23696,338122295,sp1@cuw.bielsko-biala.pl,www.sp1bielsko.pl
23698,338124497,sp4@cuw.bielsko-biala.pl,https://sp4.eduportal.bielsko.pl/
23702,338143504,sp13@cuw.bielsko-biala.pl,sp13bielsko.pl
23705,338164965,sp25@cuw.bielsko-biala.pl,www.szkola25.pl
75682,338219933,sekretariat@szkolasmyk.pl,www.szkolasmyk.pl
84459,338191889,sekretariat@sp10rejbb.pl,
105981,,kontakt@akademiazakow.eu,
115560,338170078,akmee@op.pl,www.szkolycreative.pl
120244,338213586,sekretariat@szkola-anglojezyczna.pl,www.szkola-anglojezyczna.pl
128114,501355780,info@szkolaeuropejczyk.pl,www.szkolaeuropejczyk.pl
34526,338122574,kopernik@cuw.bielsko-biala.pl,www.kopernik.bielsko.pl
81294,338117658,sekretariat@mago.edu.pl,www.lo-kosciuszki.pl
123263,338170078,akmee@op.pl,www.szkolycreative.pl
133116,570500832,pti.bielsko@gmail.com,https://technikum.wsi.edu.pl
34538,334997640,sekretariat@gkk.pl,www.gkk.pl
28063,338183356,szkola@zssgalczynski.pl,zssgalczynski.pl
29857,338271331,sekretariat@zssio.pl,www.zssio.pl
29859,338125459,zsbud@cuw.bielsko-biala.pl,
29872,334960253,KSIEGOWOSC@ZSTIH.EDU.PL,www.zstih.edu.pl
71653,338124503,ekonom@cuw.bielsko-biala.pl,ekonom.bielsko.pl
115593,338144998,s-bielsko@zdz.katowice.pl,http://www.szkoly.bielsko.zdz.pl
3167,322816159,pm4bytom@wp.pl,
3172,322816179,p9bytom@op.pl,
3174,322803544,przedszkole12bytom@op.pl,
3175,513082626,przedszkole14bytom@op.pl,
3176,327870160,przedszkole15bytom@op.pl,www.przedszkole15.bytom.pl
3189,322817692,przedszkole18bytom@op.pl,
3226,327875077,przedszk25@poczta.onet.pl,
3227,882619891,przedszkole29bytom@op.pl,http://www.pm29.bytom.pl
3229,327875106,przedszkole31bytom@wp.pl,
3258,322803019,przedszkole42bytom@op.pl,
3260,327872440,przedszkole44blis@op.pl,
3267,322861505,przedszkole-puchatek@wp.pl,
3268,327205862,przedszkole-33@wp.pl,
3270,322803967,przedszkole52@op.pl,
3272,322867212,przedszkole54bytom@op.pl,https://pm54.edu.bytom.pl/
3278,322864266,przedszkole62@poczta.onet.pl,
3279,322866893,przedszkole63bytom@poczta.onet.pl,
276232,,,
25875,323078500,sp6bytom@pro.onet.pl,
25875,323078500,sp6bytom@pro.onet.pl,
26666,323875360,spnr16@wp.pl,https://sp16.bytom.pl
26815,322895317,spbytom38@op.pl,sp38bytom.pl
27894,323894773,sp46bytom@wp.pl,
123386,322821398,sp2bytom@gmail.com,www.sp2bytom.pl
262202,322867210,sp47bytom@wp.pl,sp47bytom.edupage.org
23621,322810377,bytom1lo@oho.com.pl,http://1lo.bytom.pl/
23622,322827857,sekretariat@2lobytom.pl,http://2lobytom.pl
24732,322811052,sekretariat@Vloms.bytom.pl,
9206,327074460,sekretariat@elektronik.bytom.pl,http://elektronik.bytom.pl
60925,322812173,sekretariat@mdk2.bytom.pl,www.mdk2.bytom.pl
72773,323870306,orew@psonibytom.org,www.psonibytom.org
3327,322813440,zsme@zsmebytom.pl,zsmebytom.pl
3327,322813440,zsme@zsmebytom.pl,zsmebytom.pl
3340,322810388,szkola@zsaeio.bytom.pl,www.zsaeio.bytom.pl
3540,322813858,zst@zst.bytom.pl,https://zst.bytom.pl/
18563,322414413,p3@chorzow.eu,przedszkole3chorzow.net
18717,322413960,p18@chorzow.eu,przedszkole18chorzow.pl
19247,322493071,p24@chorzow.eu,p24chorzow.edupage.org
19258,322410333,p25@chorzow.eu,www.przedszkole25.info
106037,535251607,centrum.hajduczek@gmail.com,
18052,322410378,sp24@chorzow.eu,https://sp24chorzowstary.edupage.org/
18491,322466610,sp37@chorzow.eu,https://sp37chorzow.edupage.org/
29189,322419910,sp5@chorzow.eu,https://sp5.chorzow.pl/nowastrona/index.php
196399,322416734,sekretariat@sp10.pl,
196401,322418576,sp38@chorzow.eu,
196404,322411706,sp39@chorzow.eu,
196410,509820438,dyrektor@niebieskizakatek.pl,
196410,509820438,dyrektor@niebieskizakatek.pl,
29883,322411711,lo2@chorzow.eu,www.ligon.pl
43641,608190921,spfdyrektor@gmail.com,
43546,322414962,sekretariat@soswchorzow.pl,www.slask.pl
43643,322411113,fundacja@rfpn.org,rfpn.org
43645,322461162,orewchorzow@wp.pl,www.psonichorzow.pl
27266,322410337,zss3@chorzow.eu,www.zss3chorzow.edupage.org
27350,322410421,zsms@chorzow.eu,www.zsms.edu.pl
27652,322411717,zstio4@chorzow.eu,zstio4chorzow.pl
28476,322410216,zst1@chorzow.eu,www.zst1.edu.pl
28477,322410129,zst2@chorzow.eu,www.zstnr2.pop.pl
43640,721400301,sekretariat@katolik-chorzow.edu.pl,www.katolik-chorzow.edu.pl
10395,796110789,kontakt.oxfordzik@gmail.com,www.oxfordzik.com
49791,343243520,mp01@edukacja.czestochowa.pl,www.mp1czest.szkolnastrona.pl
50420,343245641,mp03@edukacja.czestochowa.pl,www.mp03czest.szkolnastrona.pl
53652,343253122,mp11@edukacja.czestochowa.pl,mp11czest.szkolnastrona.pl
54388,343633078,mp20@edukacja.czestochowa.pl,mp20czest.szkonastrona.pl
56449,343243643,mp26@edukacja.czestochowa.pl,http://www.mp26.pl/
56729,343640925,mp27@edukacja.czestochowa.pl,mp27.eprzedszkola.pl
57753,343637115,mp37@edukacja.czestochowa.pl,www.montessorki.pl
57834,343254067,mp12@edukacja.czestochowa.pl,mp12czest.szkolnastrona.pl
57838,343222250,mp15@edukacja.czestochowa.pl,mp15.przedszkolowo.pl
57838,343222250,mp15@edukacja.czestochowa.pl,mp15.przedszkolowo.pl
57838,343222250,mp15@edukacja.czestochowa.pl,mp15.przedszkolowo.pl
72520,343236663,przedszkolespsk@gazeta.pl,www.przedszkole.c0.pl
85956,343245708,mp23@edukacja.czestochowa.pl,www.mp23.pl
85959,343659920,mp30@edukacja.czestochowa.pl,
106838,502832602,bmjusta@wp.pl,
120275,0792455166,plastusioweprzedszkole.czest@gmail.com,
123769,667550193,kontakt@przedszkolepinokio.pl,
129450,510945221,dyrekcja@dobreprzedszkola.czest.pl,www.dobreprzedszkola.czest.pl
129450,510945221,dyrekcja@dobreprzedszkola.czest.pl,www.dobreprzedszkola.czest.pl
131151,510945221,rekrutacja@dobreprzedszkola.czest.pl,www.dobreprzedszkola.czest.pl
131151,510945221,rekrutacja@dobreprzedszkola.czest.pl,www.dobreprzedszkola.czest.pl
269602,,figzal.m@bajkowyswiat-czest.pl,www.bajkowyswiat-czest.pl
42843,343617859,sp11@edukacja.czestochowa.pl,www.sp11.edu.czestochowa.pl
46604,343707955,szkolyspecjalne@spsk.edu.pl,www.spsk.czt.pl
47115,343630748,sp26@edukacja.czestochowa.pl,https://sp26czest.szkolnastrona.pl/
48823,343628633,sp13@edukacja.czestochowa.pl,www.sp13.edu.pl
48912,343246956,sp33@edukacja.czestochowa.pl,www.sp33czest.pl
53328,343631162,sp36@edukacja.czestochowa.pl,www.sp36czestochowa.pl
53460,343629104,sp37@edukacja.czestochowa.pl,www.szkola37czest.edupage.org
53816,343242370,sp39@edukacja.czestochowa.pl,www.sp39.edu.czestochowa.pl
56413,343633860,sp53@edukacja.czestochowa.pl,sp53czest.szkolnastrona.pl
57748,343720355,sp30@edukacja.czestochowa.pl,www.sp30.szkolnastrona.pl
57756,343247339,sp46@edukacja.czestochowa.pl,sp46czestochowa.edupage.org
58520,343231381,sp17@edukacja.czestochowa.pl,http://sp.17.edu.czestochowa.pl
66133,343220728,info@sokrates.czest.pl,www.sokrates.czest.pl
66133,343220728,info@sokrates.czest.pl,www.sokrates.czest.pl
85602,697880028,akademia@soward.eu,http://akademia.soward.eu/
109747,343617139,sp27@edukacja.czestochowa.pl,http://sp27czest.szkolnastrona.pl/
128545,694401407,ewa.trawinska.fundacja@gmail.com,
196439,343231476,sp07@edukacja.czestochowa.pl,www.sp7.czest.pl
42024,343241614,lo4@edukacja.czestochowa.pl,www.sienkiewicz.czest.pl
42262,343245266,lo7@edukacja.czestochowa.pl,http://www.kopernik.czest.pl
84260,343658853,s-czest@zdz.katowice.pl,
84260,343658853,s-czest@zdz.katowice.pl,
85596,343241109,nsd@niedziela.pl,
264222,343707955,szkolyspecjalne@spsk.edu.pl,
119541,343682044,czestochowa@teb-edukacja.pl,www.technikum.pl/miasta/czestochowa/
272039,343070003,technikum@stm.edu.pl,
87910,343477100,cspspcz@cspsp.pl,www.cspsp.pl
87910,343477100,cspspcz@cspsp.pl,www.cspsp.pl
87910,343477100,cspspcz@cspsp.pl,www.cspsp.pl
122442,343615696,szkolyspecjalne@spsk.edu.pl,www.spsk.czt.pl
24767,343440590,sekretariat@jsm.edu.pl,jsm.edu.pl
274112,343440590,sekretariat@jsm.edu.pl,jsm.edu.pl/jsmdrugistopien
92773,343241206,sekretariat@plastyk.czest.pl,www.gov.pl/web/plastykczestochowa/
48071,343247008,ksiegowosc@sowdom.pl,sowdom.pl
107713,606656284,tuszb@terpsychora.czest.pl,www.terpsychora.czest.pl
72518,343615696,szkolyspecjalne@spsk.edu.pl,www.spsk.czt.pl
5312,343627874,zsp4@edukacja.czestochowa.pl,
41209,343611181,lo3@edukacja.czestochowa.pl,www.lo3msz.czest.pl
43586,343709552,zsto@edukacja.czestochowa.pl,https://zeromski.czest.pl
43673,343656450,zsko@edukacja.czestochowa.pl,
43822,34-324-14-11,zsme@edukacja.czestochowa.pl,
44022,343612904,zst@edukacja.czestochowa.pl,www.zst.czest.pl
44022,343612904,zst@edukacja.czestochowa.pl,www.zst.czest.pl
44087,343244727,tzn@edukacja.czestochowa.pl,https://tzn.edu.pl/
55786,343244652,zss28@edukacja.czestochowa.pl,http://zssnr28.info/
123766,343242481,ckziu@edukacja.czestochowa.pl,www.ckziu.eu
7701,322602230,sekretariat@p32.dg.pl,www.przedszkole32dg.pl
14955,322625096,sekretariat@p6.dg.pl,przedszkole6dg.vot.pl
15016,322642683,sekretariat@p12.dg.pl,p12-dg.edupage.org
15105,322622229,sekretariat@p29.dg.pl,przedszkole29.tvtom.pl
15129,322621411,sekretariat@p34.dg.pl,przedszkole34dg.edupage.org
15150,322641284,p36@edu.dabrowa-gornicza.pl,https://www.facebook.com/PrzedszkoleKasztankowe/
21353,322645641,v.solarska@op.pl,http://zlobek-przedszkole.eu/
74092,,pppprzedszkole@wp.pl,www.przedszkolepppp.com.pl
21298,322688602,sekretariat@sp29.dg.pl,www.sp29dg.pl
21942,322624042,sekretariat@sp30.dg.pl,www.sp30.dg.pl
23025,322607952,sekretariat@sp28.dg.pl,sp28dg.pl
23670,322640448,sekretariat@sp35.dg.pl,https://sp35dg.edupage.org/
25701,322603500,prywatna@sklodowska.iq.pl,www.sklodowska.iq.pl
30768,322622614,sekretariat@sp3.dg.pl,www.sp3.dg.pl
43477,322625162,sekretariat@sp20.dg.pl,www.sp20dg.edupage.org
53786,322685766,sekretariat@sp11.dg.pl,www.sp11dg.szkolnastrona.pl
53789,322641719,sekretariat@sp12.dg.pl,www.sp12dg.pl
196232,322623572,sp7@edu.dabrowa-gornicza.pl,www.sp7dabrowa.edupage.org
196234,322640534,sekretariat@sp22.dg.pl,szkolapodstawowa22dg.edupage.org
196234,322640534,sekretariat@sp22.dg.pl,szkolapodstawowa22dg.edupage.org
24237,322623758,sekretariat@zamoyski.dg.pl,5lozamoyski.pl
42015,322641497,sekretariat@anders.dg.pl,www.3lo-dabrowa.pl
128575,322686069,s-sosnowiec@zdz.katowice.pl,www.zdz.katowice.pl
24342,322624313,sekretariat@tzn.dg.pl,tzn.dg.pl
130802,322645087,zsp3@edu.dabrowa-gornicza.pl,sp2dg.edupage.org
10600,794221101,terakidsgliwice@gmail.com,www.terakids.pl
10836,789238740,chatka_uszatka@wp.pl,
32020,32-445-02-20,amatyas@poczta.onet.pl,
56080,32-231-52-13,info@skpon-gliwice.pl,www.gcer.pl
56080,32-231-52-13,info@skpon-gliwice.pl,www.gcer.pl
56103,324134375,kontakt@przedszkole-kot.pl,www.przedszkole-kot.pl
80725,327263392,przedszkole@halogen.org.pl,www.przedszkole.halogen.org.pl
106074,725422703,radzkabozena@gmail.com,
114410,324612321,fantastycznaprzygoda@fantastycznaprzygoda.pl,
270701,787036027,kontakt@przedszkole-kot.pl,www.przedszkole-kot.pl
478657,690462366,sekretariat@rodzinne.edu.pl,https://rodzinne-gliwice.pl/
7483,322370928,sekretariat@sp21.gliwice.eu,www.sp21.gliwice.pl
10152,322378623,sekretariat@sp2.gliwice.eu,www.gliwicesp2.edupage.org
11245,322314732,sekretariat@lo1.gliwice.eu,www.lo1.gliwice.pl
49962,784993217,sekretariat@halogen.org.pl,animator.halogen.org.pl
106198,,sekretariat@halogen.org.pl,animator.halogen.org.pl
106198,,sekretariat@halogen.org.pl,animator.halogen.org.pl
115550,0322312255,stud_med_gliwice@op.pl,www.medyk.gliwice.pl
278927,667289145,sens.gliwice@gmail.com,sens-gliwice.pl
477976,505098653,kontakt@akademiagliwice.pl,www.akademiagliwice.pl
7107,32-231-52-13,info@skpon-gliwice.pl,www.gcer.pl
7107,32-231-52-13,info@skpon-gliwice.pl,www.gcer.pl
80893,322342423,sekretariat@mos.gliwice.eu,www.mosgliwice.pl
3702,322304688,sekretariat@zsp1.gliwice.eu,www.zsp1gliwice.pl
4390,322796696,sekretariat@zset.gliwice.eu,www.zset.strefa.pl
5003,322705557,sekretariat@zso4.gliwice.eu,www.zso4.gliwice.pl
8055,322314911,sekretariat@zss.gliwice.eu,www.zssam-gliwice.pl
123109,322315236,sekretariat@ckziu1.gliwice.eu,
123109,322315236,sekretariat@ckziu1.gliwice.eu,
126917,32-335-30-64,poczta@szkolazcharakterem.gliwice.pl,
126917,32-335-30-64,poczta@szkolazcharakterem.gliwice.pl,
127084,322379950,sekretariat@zsp5.gliwice.eu,
127095,322313612,sekretariat@zsl.gliwice.pl,www.zsl.gliwice.pl
127096,322312563,sekretariat@zsp6.gliwice.eu,
133463,322311745,sekretariat@zsp12.gliwice.eu,
275482,322391363,sekretariat@zsp16.gliwice.eu,
275482,322391363,sekretariat@zsp16.gliwice.eu,
24131,324734766,poczta@pp3.jastrzebie.pl,
24136,324719697,poczta@pp8.jastrzebie.pl,https://pp8jastrzebie.edupage.org/
24137,324714969,poczta@pp10.jastrzebie.pl,https://pp10jastrzebie.edupage.org
24141,324715264,poczta@pp14.jastrzebie.pl,
24281,324762348,poczta@pp23.jastrzebie.pl,www.pp23
120273,795929235,wierzbinska.kasia@wp.pl,
276156,531054045,przedszkole@namajowej.pl,
43615,324761735,poczta@sp4.jastrzebie.pl,www.sp4jastrzebie-zdroj.edupage.org
43615,324761735,poczta@sp4.jastrzebie.pl,www.sp4jastrzebie-zdroj.edupage.org
44054,324715633,poczta@sp6.jastrzebie.pl,www.sp6.jastrzebie.pl
109042,324737373,sekretariat@sp15.jastrzebie.pl,www.sp15.jastrzebie.pl
133950,324710197,sekretariat@sp13.jastrzebie.pl,www.naszatrzynastka.pl
26151,324711633,poczta@zs2.jastrzebie.pl,www.zs2.jastrzebie.pl
26316,507051420,poczta@zs5.jastrzebie.pl,www.zs5.jastrzebie.pl
26338,324717264,szkola@zs6sobieski.edu.pl,www.zs6sobieski.pl
41333,326163165,przedszkole9@jaworzno.edu.pl,pm9.jaworzno.edu.pl
41457,327516590,pm10jaw@interia.pl,www.pm10.jaworzno.edu.pl
42530,327629237,przedszkole15@jaworzno.edu.pl,www.przedszkole15.jaworzno.edu.pl
42748,327629230,przedszkole18@jaworzno.edu.pl,www.pm18.edupage.org
61606,730470537,npddn@op.pl,www.orwddn.pl
120232,792790190,alladyn.jaworzno@gmail.com,https://alladyn.jaworzno.pl/
132229,791111031,kontakt@malutkiemisie.pl,www.MalutkieMisie.pl
43331,327629267,sekretariat@sp19.jaworzno.edu.pl,
59788,327629260,sekretariat@sp18.jaworzno.edu.pl,www.sp18.jaworzno.edu.pl
80402,327629345,szkola@sp20.jaworzno.edu.pl,sp20.jaworzno.edu.pl
80402,327629345,szkola@sp20.jaworzno.edu.pl,sp20.jaworzno.edu.pl
80441,327629363,sp8@jaworzno.edu.pl,sp8.jaworzno.edu.pl
85493,327629270,sekretariat@sp3.jaworzno.edu.pl,www.sp3.jaworzno.edu.pl
262708,327629218,sekretariat@sp17.jaworzno.edu.pl,www.sp17.jaworzno.edu.pl
262720,327629333,sp21@jaworzno.edu.pl,http://www.sp21.jaworzno.edu.pl/
42481,327629220,mdkjaworzno@onet.pl,www.mdk.jaworzno.edu.pl
7557,327629281,sekretariat@zszp2.jaworzno.edu.pl,zszp2.jaworzno.edu.pl
42191,327629351,sekretariat@zs3.jaworzno.edu.pl,zs3.jaworzno.edu.pl
52354,327629384,sekretariat@zsp2.jaworzno.edu.pl,www.zsp2.jaworzno.pl
130945,327629200,sekretariat@ckziu.jaworzno.pl,www.ckziu.jaworzno.pl
8744,322039042,mp22katowice@interia.pl,mp22katowice.edupage.org
8745,322545564,mpnr23@wp.pl,
9404,322515874,mp32katowice@interia.pl,
9406,322547958,kontakt@mp34.katowice.pl,
9505,322565085,dyrektor@mp36kat.szkolnastrona.pl,
9633,322029660,mp46@interia.eu,http://mp46katowice.pl/
9638,322062240,mp47katowice@wp.pl,
10150,322542492,mp57@wp.pl,
10150,322542492,mp57@wp.pl,
10155,322569213,sekretariat@mp60kat.szkolnastrona.pl,
10162,322557052,mp62katowice@poczta.fm,
10168,3225677071,mp64k@wp.pl,www.mp64.katowice.pl
10174,322029770,mp71katowice@gmail.com,mp71katowice.edupage.org
10181,322062032,mp73@o2.pl,
10198,322516648,mp75-katowice@wp.pl,
10383,322546820,przedszkole85@o2.pl,
10422,322545742,mp90katowice@op.pl,
10437,322516360,mp92@interia.eu,
10870,322549297,przedszkole13@interia.eu,
15485,660361963,przedszkole.panewniki@gmail.com,www.przedszkole-panewniki.pl
20761,601502865,doktormichalska@op.pl,
22597,660414343,przedszkole@przedszkole-tecza.katowice.pl,https://www.przedszkole-tecza.katowice.pl/
22614,571040180,przedszkole.katolickie@interia.pl,wwwprzedszkolebogucice.pl
22614,571040180,przedszkole.katolickie@interia.pl,wwwprzedszkolebogucice.pl
22981,322552790,wesolesiodemki77@gmail.com,www.wesolesiodemki.pl
23716,600962915,przedszkole@ciuciubabka.com.pl,
23766,602730025,biuro@iqacademy.pl,
25807,663823033,sekretariat@dom-przedszkole.pl,
25807,663823033,sekretariat@dom-przedszkole.pl,
26559,323070438,sekretariat@epionkowo.pl,www.epionkowo.pl
27773,322030284,przedszkoleswj@wp.pl,
30755,323539140,biuro@wesoly-przedszkolak.pl,
80390,322524509,mp1katowice@gmail.com,
120230,791895463,edyta.jarno@wp.pl,
129397,721965057,przedszkole@puchatkowo.eu,
131649,601290441,a.nowinska@terapiarozwoj.com,
131653,663881331,kontakt@slonik.katowice.pl,
264665,517301355,sabina.mazur@crdbk.pl,
264665,517301355,sabina.mazur@crdbk.pl,
276401,792029470,gwiazdolandia.katowice@gmail.com,www.gwiazdolandia.com
276535,533458800,superkids.przedszkole@gmail.com,https://przedszkole-superkids.pl
278121,506002944,biuro@maligiganci.pl,
10958,322569067,sekretariat@sp55.eu,
10958,322569067,sekretariat@sp55.eu,
10962,322526773,sp61s_k@onet.pl,https://zss12.edupage.org
38777,322557147,szkola53katowice@poczta.onet.pl,http://sp53katowice.szkolnastrona.pl/
39100,322512301,sp65katowice@tlen.pl,https://sp65.katowice.pl/
48296,322502752,sp19@sp19.org,www.sp19.org
48297,322542003,sekretariat@sp22.katowice.pl,sp22.katowice.pl
130340,883999710,sekretariat@naszaszkolakatowice.pl,https://naszaszkola.katowice.pl/
130340,883999710,sekretariat@naszaszkolakatowice.pl,https://naszaszkola.katowice.pl/
131659,601290441,a.nowinska@terapiarozwoj.com,
273549,885805149,kontakt@katowice-ksm.pl,www.katowice-ksm.pl
10812,322568180,katowice6lo@op.pl,dlugosz.katowice.pl
10830,0322526204,sekret7lo@poczta.fm,
10840,0322539432,sekretariat@8lo.pl,www.8lo.pl
274123,506390359,inaltum.sekretariat@wegielek.edu.pl,http://www.inaltum.edu.pl/
478265,695100330,katowice@korczakowskieliceum.pl,katowice.korczakowskieliceum.pl
25379,323530123,s-lot@zdz.katowice.pl,http://www.technikum.lotnicze.zdz.pl
29508,0322020011,klenczar@klenczar.pl,www.klenczar.pl
92744,322542422,sekretariat@plastyk.katowice.pl,www.plastyk.katowice.pl
115520,322566100,info@medyk.katowice.pl,www.medyk.katowice.pl
264337,604149003,sabinable80@interia.pl,
479004,577726100,biuro@ejbisi.pl,www.ejbisi.pl
479004,577726100,biuro@ejbisi.pl,www.ejbisi.pl
479004,577726100,biuro@ejbisi.pl,www.ejbisi.pl
272853,322974342,idn@idn.edu.pl,
129462,784935951,b.rachwalska@malekroczki.pl,www.malekroczki.pl
5590,322589215,sekretariat@rsz.katowice.pl,www.rsz.katowice.pl
5772,322583566,trzynastkasp@wp.pl,
5773,322566206,zsp3katowice@interia.pl,http://www.zsp3.katowice.pl
10852,0322540626,sekretariat@zs7.katowice.pl,www.zs7.katowice.pl
10855,0322569823,sekretariat@zsgkatowice.edu.pl,
11849,0326096020,sekretariat@zstio2.katowice.pl,zstio2.katowice.pl
13198,0323511900,sltzn@sltzn.katowice.pl,www.sltzn.katowice.pl
113709,668864713,katowice@pijarzy.pl,
114028,322564115,s-katow1@zdz.katowice.pl,http://www.szkoly.katowice.zdz.pl/
262556,322586502,sz.podst.nr2@gmail.com,www.zsp5.pl
262562,322547699,sp20@o2.pl,
272297,322521118,zsp7@zsp7.katowice.pl,www.zsp7.katowice.pl
272299,322553450,dyrektorgim4@o2.pl,http://zsp9katowice.edu.pl/
272300,322028375,sp29katowice@tlen.pl,
272302,322568276,szpod42@wp.pl,http://zsp12katowice.szkolnastrona.pl
272302,322568276,szpod42@wp.pl,http://zsp12katowice.szkolnastrona.pl
272305,323512077,sekretariat@szkola51.pl,
478411,322566372,sekretariat@kcez-ckziu.pl,kcez.pl
480180,322599856,sekretariat@sp40katowice.pl,
480182,322028212,sp28katowice@onet.eu,
480186,322569887,sp44.katowice@gmail.com,
3631,0322222633,p4myslowice@op.pl,
3705,0322250271,p10myslowice@op.pl,
3767,0322222659,przedszkole.13@vp.pl,www.przed13.myslowice.bip.info.pl
3849,0322223227,przedszkole_15@myslowice.pl,
3867,0322221439,przedszkole19myslowice@onet.eu,
3870,0322223648,p20mce.mis.uszatek@gmail.com,
18107,660729903,przedszkole@noemasoft.pl,
272173,797907847,kontakt@montessoriziarno.pl,www.montessoriziarno.pl
3458,0322225957,sp7_myslowice@op.pl,https://sp7mgm.edupage.org/
3464,0322222546,sp1myslowice@interia.eu,https://sp1myslowice.edupage.org/
17170,0322222805,sportowa@sportosporto.pl,www.sportosporto.pl
3320,322222057,sp12myslowice@op.pl,www.zszp2myslowice.szkolnastrona.pl
